H0CA00066,FINK, MARI HAMLIN,REP,SAN DIEGO,CA,92106,C00480913,53
H0CA00074,SHAH, JAYENDRA ARVINDLAL DR,DEM,LONG BEACH,CA,90803,C00476937,46
H0CA00082,PORTANTINO, ANTHONY,DEM,LOS ANGELES,CA,90071,C00479188,29
H0CA00090,RAY, EUGENE,REP,VACAVILLE,CA,     ,C00479287,07
H0CA00108,COTTON, STANLEY S,DEM,RANCHO MIRAGE,CA,92270,C00480624,00
H0CA01148,HANKS, LOREN L,REP,TRAVIS AFB,CA,94536,C00481440,01
H0CA01155,FRANCK, RANDY,REP,NAPA,CA,94558,,01
H0CA01163,RODRIGUES, MIKE,LIB,NAPA,CA,94558,,01
H0CA02120,STIGLICH, PETER VINCENT,REP,COTTONWOOD,CA,96022,C00468454,02
H0CA02138,REED, JAMES E,DEM,FALL RIVER MILLS,CA,96028,C00473165,02
H0CA03078,BERA, AMERISH,DEM,Elk Grove,CA,95758,C00461061,03
H0CA03086,DAVIS, GARY,DEM,SACRAMENTO,CA,95811,C00462101,03
H0CA03094,SLATON, BILL,DEM,SACRAMENTO,CA,95814,C00462812,03
H0CA03102,LEIDECKER, JERRY L,AIP,ELVERTA,CA,95626,,03
H0CA03110,FAVIS, STEVE DONALD,IND,CARMICHAEL,CA,95608,C00483008,03
H0CA04134,CURTIS, CLINT,DEM,RANCHO CORDOVA,CA,95670,C00475566,04
H0CA04142,BABICH, MICHAEL,REP,AUBURN,CA,95603,C00478461,04
H0CA04159,EMERY, BENJAMIN A,GRE,NEVADA CITY,CA,95959,C00490581,04
H0CA05073,SMITT, ERIK,REP,SACRAMENTO,CA,95835,C00478651,05
H0CA05081,FRINK, GERALD ALLEN,PAF,SACRAMENTO,CA,95814,,05
H0CA06089,ROMANOWSKY, PETER CHRISTIAN,REP,SAUSACITO,CA,94965,,06
H0CA06097,JUDD, JAMES O JR.,REP,Clio,CA,96106,C00474957,06
H0CA06105,SMOLLEN, JOEL,LIB,SAN RAFAEL,CA,94901,,06
H0CA06113,RUYLE, EUGENE E,PAF,OAKLAND,CA,94609,,06
H0CA06121,ROBERTS, DANIEL W,AIP,TIBURON,CA,94920,C00483792,06
H0CA07103,TUBBS, RICHARD STEPHEN II,REP,VACAVILLE,CA,95687,C00479741,07
H0CA07111,FITZGERALD, JOHN,DEM,LAFAYETTE,CA,94549,,07
H0CA08069,DENNIS, JOHN,REP,SAN FRANCISCO,CA,94123,C00465914,08
H0CA08077,SHIELDS, SUMMER J,DEM,SAN FRANCISCO,CA,94188,C00471680,08
H0CA08085,LA RIVA, GLORIA E,PAF,SAN FRANCISCO,CA,94110,,08
H0CA09075,HASHIMOTO, GERALD,REP,BERKELEY,CA,94701,,09
H0CA09083,HELLER, DAVE,GRE,BERKELEY,CA,94702,,09
H0CA09091,ALLEN, LARRY,PAF,OAKLAND,CA,94610,,09
H0CA10073,DESAULNIER, MARK,DEM,Concord,CA,94524,C00460162,10
H0CA10081,HAMPTON, ADRIEL,DEM,Dublin,CA,94568,C00460527,10
H0CA10099,BUCHANAN, JOAN,DEM,Sacramento,CA,95814,C00461103,10
H0CA10107,WOODS, ANTHONY MR,DEM,FAIRFIELD,CA,94533,C00461087,10
H0CA10115,VANGUNDY, GINO W,IND,FAIRFIELD,CA,94533,C00461392,10
H0CA10123,HARMER, DAVID,REP,San Ramon,CA,94582,C00461657,11
H0CA10131,ATTWOOD, TIFFANY,DEM,DANVILLE,CA,94526,C00461947,10
H0CA10149,GARAMENDI, JOHN,DEM,Long Beach,CA,90807,C00462697,10
H0CA10156,BUNCH, CHRISTOPHER N,REP,FAIRFIELD,CA,94533,C00463513,10
H0CA10164,CLOWARD, JEREMY,GRE,PLEASANT HILL,CA,94523,C00463224,10
H0CA10172,PETERSON, DAVID,REP,WALNUT CREEK,CA,94598,C00463257,10
H0CA10180,CLIFT, GARY WILLIAM,REP,DIXON,CA,95620,C00483131,10
H0CA10198,LOOS, MARK ALAN,REP,LIVERMORE,CA,94550,C00465005,10
H0CA10206,TOTH, JOHN RICHARD,REP,CONCORD,CA,94520,C00464636,10
H0CA10214,DENHAM, JEROME 'JERRY',AIP,WALNUT CREEK,CA,94597,,10
H0CA10222,MCILROY, MARY,PAF,EL CERRITO,CA,94530,,10
H0CA10230,BURKE, BUDDY,REP,WALNUT CREEK,CA,94597,C00479717,10
H0CA11022,LANTOS, TOM,DEM,San Carlos,CA,94070,C00112250,12
H0CA11295,DEL ARROZ, JONATHAN MR.,REP,Danville,CA,94526,C00460733,11
H0CA11303,GOEHRING, BRAD,REP,ACAMPO,CA,95220,C00463059,11
H0CA11311,PEGRAM, LARRY,REP,ELK GROVE,CA,95624,C00465575,11
H0CA11329,BEADLES, ROBERT,REP,LODI,CA,95240,C00465732,11
H0CA11337,AMADOR, ANTONIO C,REP,RCHO STA MARGARITA,CA,92688,C00466029,11
H0CA11345,TAKADA, JEFFREY DAVID,REP,MANTECA,CA,95337,C00466979,11
H0CA11352,EMKEN, ELIZABETH,REP,DANVILLE,CA,94526,C00468595,11
H0CA11360,CHRISTENSEN, DAVID,AIP,TRACY,CA,95376,,11
H0CA12087,WILLIAMS, MARK PAUL,LIB,SAN CARLOS,CA,94070,,12
H0CA12095,PARKER, MICHAEL DOUGLAS,REP,BELMONT,CA,94002,,12
H0CA12103,HARDING, JOSEPH MICHAEL,NNE,FOSTER CITY,CA,94404,C00490425,12
H0CA13085,GARCIA, LUIS 'COACH',REP,FREMONT,CA,94538,C00477562,13
H0CA13093,JELINCIC, JUSTIN,DEM,SAN LEANDRO,CA,94577,C00481564,13
H0CA13101,BAKER, FOREST,REP,SAN JOSE,CA,95117,,13
H0CA13119,PAREJA, CHRISTOPHER JAMES,NNE,PLEASANTON,CA,94588,C00485961,13
H0CA14042,DOOLITTLE, JOHN,REP,WASHINGTON,DC,20515,C00242768,04
H0CA14075,CHAPMAN, DAVE,REP,PALO ALTO,CA,94302,,14
H0CA14083,LAZAGA, PAUL,LIB,BEN LOMOND,CA,95005,,14
H0CA15148,HONDA, MIKE,DEM,San Jose,CA,95155,C00351379,15
H0CA15171,SIMITIAN, S. JOSEPH,DEM,San Jose,CA,95124,C00458117,15
H0CA15189,BARICH, DON,REP,SAN JOSE,CA,95129,C00471763,15
H0CA15197,GORDON, KEVIN PATRICK,REP,SANTA CLARA,CA,95054,C00474874,15
H0CA15205,KIRKLAND, SCOTT SPENCER,REP,SAN JOSE,CA,95128,C00476770,15
H0CA16088,HOWELL, ROBERT PAUL,REP,SAN JOSE,CA,95120,C00473843,16
H0CA16096,GONZALEZ, EDWARD M,LIB,SAN JOSE,CA,95125,C00473983,16
H0CA16104,SAHAGUN, DANIEL,REP,SAN JOSE,CA,95131,C00484139,16
H0CA17110,ARNOLD, GARY RICHARD,REP,CAPITOLA,CA,95010,C00479485,17
H0CA17128,LARKIN, MARY VIRGINIA,LIB,SEASIDE,CA,93955,C00480723,17
H0CA17144,ANDRESEN, PETE,REP,SALINAS,CA,93902,,17
H0CA17151,PETERSEN, ERIC,GRE,SALINAS,CA,93902,,17
H0CA17169,CHANDLER, WILLIAM THARON,IND,CAPITOLA,CA,95010,C00481077,17
H0CA17177,LE BARRE, MICHAEL ROBERT,REP,KING CITY,CA,93930,,17
H0CA18050,BERRYHILL, MICHAEL CLARE SR,REP,CERES,CA,95307,C00466508,18
H0CA19124,MARSDEN, LES,DEM,MARIPOSA,CA,95338,C00459917,19
H0CA19132,GOODWIN, LORAINE,DEM,MADERA,CA,93637,C00464701,19
H0CA19140,PATTERSON, NORWOOD JAMES JR,REP,FRESNO,CA,93711,C00472852,19
H0CA19173,DENHAM, JEFF,REP,TURLOCK,CA,95381,C00473272,19
H0CA19181,WESTERLUND, LARRY,REP,FRESNO,CA,93710,C00474262,19
H0CA19199,ESTRADA, JOHN ANTHONY,DEM,FRESNO,CA,93710,C00482083,19
H0CA20080,MILLER, JOSHUA THOMAS COULSTON,REP,HANFORD,CA,93277,C00459727,20
H0CA20098,VIDAK, JAMES ANDREW,REP,VISALIA,CA,93230,C00469312,20
H0CA20106,QUINTANAR, SERAFIN,REP,FRESNO,CA,93727,C00474437,20
H0CA20114,LAKE, RICHARD DAVID GEORGE,REP,FRESNO,CA,93720,C00473595,20
H0CA21096,MACARENO, RUBEN,DEM,VISALIA,CA,93290,,21
H0CA23043,KALEMKARIAN, TIMOTHY CHARLES,REP,WESTLAKE VILLAGE,CA,91359,C00447011,24
H0CA23092,STOCKDALE, DAVID R,REP,SANTA MARIA,CA,93455,C00471102,23
H0CA23100,DAVIDSON, JOHN,REP,THOUSAND OAKS,CA,91360,C00473124,23
H0CA23118,WATSON, THOMAS C,REP,SUMMERLAND,CA,93067,C00478164,23
H0CA23126,VANDEVENTER, CLARK,REP,SANTA MARIA,CA,93455,C00477869,23
H0CA23134,MILLER, CAROLE LEE,REP,PISMO BEACH,CA,93449,,23
H0CA23142,STAFFORD, DARRELL M,LIB,ARROYO GRANDE,CA,93420,,23
H0CA23159,HAGER, JOHN VICTOR,IND,SANTA BARBARA,CA,93101,C00486902,23
H0CA24108,STERN, SHAWN,DEM,BURBANK,CA,91502,C00459446,24
H0CA24116,ALLISON, TIMOTHY JAMES,DEM,SANTA BARBARA,CA,93140,C00464347,24
H0CA24124,PANEC, MARIE,DEM,Thousand Oaks,CA,91359,C00466136,24
H0CA24132,AGUIAR, LANCE,UNK,VENTURA,CA,93003,C00485359,24
H0CA26087,MILLER, DAVID LAWRENCE,IND,GLENDORA,CA,91741,C00479956,26
H0CA26095,BUTLER, MARK,REP,RANCHO CUCAMONGA,CA,91701,,26
H0CA26103,WEISSBUCH, RANDALL,LIB,ARCADIA,CA,91006,,26
H0CA26111,BROWN, ROBERT,NNE,GLENDORA,CA,91740,C00485318,26
H0CA27085,SCHIFF, ADAM,DEM,Los Angeles,CA,90017,C00343871,29
H0CA27101,REED, MARK STEVEN SR,REP,SHADOW HILLS,CA,91040,C00462317,27
H0CA27119,DARIAN, BRUCE HARRY,FED,HERMOSA BEACH,CA,90254,C00477307,27
H0CA28091,FROYD, ERIK MERLIN,REP,BURBANK,CA,91510,C00469361,28
H0CA28109,WORMAN, JENNY,REP,WEST HOLLYWOOD,CA,90069,C00474221,28
H0CA28117,VALDEZ, RICHARD A,DEM,GRANADA HILLS,CA,91344,C00481895,28
H0CA28125,RODRIQUEZ, CARLOS A,LIB,SAN FERNANDO,CA,91340,,28
H0CA29081,LARGE, MORTON R,REP,BURBANK,CA,91504,C00470989,29
H0CA29099,COLBERT, JOHN,REP,LOS ANGELES,CA,90017,C00473850,29
H0CA29107,CUSHING, WILLIAM  (BILL) P,LIB,GLENDALE,CA,     ,C00480079,29
H0CA30063,DAVID, ARI,REP,MALIBU,CA,90265,C00464164,30
H0CA30071,FLUTIE, ROBERT A MR,REP,LOS ANGELES,CA,90017,C00469734,30
H0CA30089,BENNING, DAVID,REP,WOODLAND HILLS,CA,91367,C00471128,30
H0CA30097,KOLSKI, CHRIS,REP,WEST HILLS,CA,91304,C00478040,30
H0CA30105,WILKERSON, CHARLES EDWARD,REP,EL SEGUNDO,CA,90245,C00478578,30
H0CA30113,MILLER, ERICH D,LIB,GRANADA HILLS,CA,91344,C00484717,30
H0CA30121,CASTALDO, RICHARD R,PAF,LOS ANGELES,CA,90004,,30
H0CA31087,SOLIS, HILDA,DEM,El Monte,CA,91731,C00346296,32
H0CA31111,SMITH, STEPHEN CARLTON,REP,LOS ANGELES,CA,90041,C00478859,31
H0CA32093,HENTSCHEL, NOEL IRWIN,REP,LOS ANGELES,CA,90077,C00365049,32
H0CA32101,CHU, JUDY,DEM,Los Angeles,CA,90017,C00458125,32
H0CA32119,ROMERO, GLORIA,   ,LOS ANGELES,CA,90032,C00458174,32
H0CA32127,CEDILLO, GILBERT,DEM,BURBANK,CA,91502,C00458331,32
H0CA32135,HERNANDEZ, TERESA,REP,SOUTH EL MONTE,CA,91733,C00458752,32
H0CA32143,PLEITEZ, EMANUEL,DEM,LOS ANGELES,CA,90032,C00458851,32
H0CA32150,TRUAX, DAVID ALLEN,REP,COVINA,CA,91724,C00459537,32
H0CA32168,JOHNSON, HOWARD ESQ,PAF,LOS ANGELES,CA,90062,,32
H0CA32176,ALONSO, FRANCISCO,DEM,MONTEREY PARK,CA,91755,C00460519,32
H0CA32184,AGRELLA, CHRISTOPHER,LIB,MONTCLAIR,CA,91763,,32
H0CA32192,ARIF, MOHAMMAD,PAF,CULVER CITY,CA,90230,,32
H0CA32200,BLAKE, M. WAYNE,REP,AZUSA,CA,91702,,32
H0CA32218,CHU, BETTY,REP,MONTEREY PARK,CA,91754,C00461079,32
H0CA32226,DURAN, BENITA,DEM,EAST LOS ANGELES,CA,90063,,32
H0CA32234,ESTRADA, ANDRES,DEM,LOS ANGELES,CA,90063,,32
H0CA32242,LYSENKO, STEFAN (CONTRERAS),DEM,VAN NUYS,CA,91413,,32
H0CA32259,MORRISON, WILLIAM (RODRIGUEZ),REP,LOS ANGELES,CA,90033,,32
H0CA32275,NADAL, RAFAEL F.,DEM,ROSEMEAD,CA,91770,,32
H0CA32283,RATHBUN, TERRENCE (TERRY),REP,GLENDALE,CA,91205,,32
H0CA32291,SANTANA, SALVADOR,REP,WEST COVINA,CA,91790,,32
H0CA32309,WONG, MARGARITA MARIE,DEM,SAN GABRIEL,CA,91778,,32
H0CA32317,SCARBOROUGH, LARRY DEAN,REP,LOS ANGELES,CA,90034,C00461319,32
H0CA32325,SCHMERLING, EDWARD,REP,WEST COVINA,CA,91792,C00484337,32
H0CA33083,NEWELL, FELTON,DEM,LOS ANGELES,CA,90036,C00460170,33
H0CA33091,DEGROOT, BENJAMIN,IND,LOS ANGELES,CA,90028,C00474023,33
H0CA33109,EVANS, MERVIN LEON,DEM,LOS ANGELES,CA,90016,C00474288,33
H0CA33117,BASS, KAREN,DEM,Los Angeles,CA,90017,C00476523,33
H0CA33125,MANDEL, HOWARD C,DEM,BURBANK,CA,91502,C00478131,33
H0CA33133,JENNERJAHN, PHIL,REP,LOS ANGELES,CA,90038,,33
H0CA33141,MONTOYA, LUIS,REP,LOS ANGELES,CA,90019,C00480327,33
H0CA33158,GRIFFIN, MORRIS F,DEM,INGLEWOOD,CA,90301,,33
H0CA33174,ANDION, JAMES L,REP,LOS ANGELES,CA,90071,,33
H0CA33182,MOSTERT, NICK JUAN,DEM,LOS ANGELES,CA,     ,C00484444,33
H0CA34099,SANCHEZ, DAVID,DEM,LOS ANGELES,CA,90023,,34
H0CA35112,BROWN, K BRUCE,REP,PLAYA DEL REY,CA,90293,C00483560,35
H0CA36128,KESTERSON, PETE,REP,REDONDO BEACH,CA,90277,C00467985,36
H0CA36136,FEIN, MATTIE,REP,REDONDO BEACH,CA,90278,C00470419,36
H0CA36144,SHARP, ANDREW JAMES,REP,LONG BEACH,CA,90815,C00481317,36
H0CA36151,PETERS, HERB,LIB,CARSON,CA,90745,,36
H0CA37142,PONCHAK, TERRANCE,DEM,LONG BEACH,CA,90807,C00477596,37
H0CA37159,PARKER, STAR,REP,CARSON,CA,90749,C00479352,37
H0CA38066,SCHIPSKE, GERRIE,DEM,LOS ANGELES,CA,90071,C00434977,37
H0CA38116,VAUGHN, ROBERT WILLIAM,REP,MONROVIA,CA,91016,C00482505,38
H0CA38124,TURNER, TRACY LYNN,IND,SHERMAN OAKS,CA,91403,C00481812,38
H0CA38132,SMITH, CHRIS,REP,LYNWOOD,CA,90262,,38
H0CA39080,ANDRE, LARRY STEVEN,REP,LAKEWOOD,CA,90713,C00472118,39
H0CA39098,SMITH, JOHN ALBERT,IND,LAMIRADA,CA,90637,,39
H0CA42167,MCGROARTY, LEE,REP,CHINO,CA,94710,C00467563,42
H0CA42175,LIBERATORE, PHILIP LAURENCE,REP,WHITTIER,CA,90605,C00474114,42
H0CA42183,SU, DAVID SEOKBEOM,REP,DIAMOND BAR,CA,91765,C00479097,42
H0CA42191,LAMBERT, MARK,LIB,MISSION VIEJO,CA,92692,,42
H0CA43066,COLLEN, MARTIN,REP,Riverside,CA,92507,C00351122,44
H0CA44130,RIGGS, CHRISTOPHER SCOTT,REP,CORONA,CA,92882,C00462937,44
H0CA45053,POUGNET, STEPHEN P,DEM,BURBANK,CA,91502,C00459842,45
H0CA45061,THIBODEAU, CLAYTON DEL,REP,HEMET,CA,92545,C00467720,45
H0CA45079,LUSSENHEIDE, BILL,AIP,MENIFEE,CA,92585,,45
H0CA46051,LURIE, BARAK,REP,Los Angeles,CA,90064,C00474668,46
H0CA46069,ARNOLD, KENNETH,DEM,BURBANK,CA,91502,C00475830,46
H0CA47067,TRAN, VAN,REP,WESTMINSTER,CA,92683,C00461962,47
H0CA47075,PHAM, QUANG X,REP,GARDEN GROVE,CA,92841,C00463810,47
H0CA47083,IGLESIAS, CECILIA PATRICIA,IND,SANTA ANA,CA,92704,C00467845,47
H0CA47091,SCHANK, GARY 'JET',IND,RANCHO SANTA MARGA,CA,92688,C00475327,47
H0CA47109,NGUYEN, TAN D,REP,OCEANSIDE,CA,92057,C00482869,47
